ID;Tipo;SKU;Nombre;Publicado;¿Está destacado?;Visibilidad en el catálogo;Descripción corta;Descripción;Día en que empieza el precio rebajado;Día en que termina el precio rebajado;Estado del impuesto;Clase de impuesto;¿En inventario?;Inventario;Cantidad de bajo inventario;¿Permitir reservas de productos agotados?;¿Vendido individualmente?;Peso (kg);Longitud (cm);Anchura (cm);Altura (cm);¿Permitir valoraciones de clientes?;Nota de compra;Precio rebajado;Precio normal;Categorías;Etiquetas;Clase de envío;Imágenes;Límite de descargas;Días de caducidad de la descarga;Superior;Productos agrupados;Ventas dirigidas;Ventas cruzadas;URL externa;Texto del botón;Posición
4919;simple;2583;ALGABO Spiderman Alcohol Gel 70ml x18;1;0;visible;ALGABO Spiderman Alcohol Gel 70ml x18;;;;taxable;;1;;;0;0;;;;;1;;;2000;Infantil;;;;;;;;;;;;0
4920;simple;2584;ALGABO x300ml Doy Pack Sh. mz-mag.;1;0;visible;ALGABO x300ml Doy Pack Sh. mz-mag.;;;;taxable;;1;;;0;0;;;;;1;;;59;Perfumeria;;;;;;;;;;;;0
4921;simple;2585;ALGABO x300ml Doy Pack Sh. Aguacate;1;0;visible;ALGABO x300ml Doy Pack Sh. Aguacate;;;;taxable;;1;;;0;0;;;;;1;;;59;Perfumeria;;;;;;;;;;;;0
4922;simple;2586;ALGABO x300ml Doy Pack Ac. mz-mag.;1;0;visible;ALGABO x300ml Doy Pack Ac. mz-mag.;;;;taxable;;1;;;0;0;;;;;1;;;59;Perfumeria;;;;;;;;;;;;0
4923;simple;2587;ALGABO x300ml Doy Pack Ac. Aguacate;1;0;visible;ALGABO x300ml Doy Pack Ac. Aguacate;;;;taxable;;1;;;0;0;;;;;1;;;59;Perfumeria;;;;;;;;;;;;0
4924;simple;2588;ALGABO x300ml Doy Pack Ac. coco y miel;1;0;visible;ALGABO x300ml Doy Pack Ac. coco y miel;;;;taxable;;1;;;0;0;;;;;1;;;59;Perfumeria;;;;;;;;;;;;0
4925;simple;2589;ALGABO perf.telas rep. x450 Cal.Primav,;1;0;visible;ALGABO perf.telas rep. x450 Cal.Primav,;;;;taxable;;1;;;0;0;;;;;1;;;138;Aromatizan;;;;;;;;;;;;0
4926;simple;2590;ALGABO perf.telas rep. x250ml S.Brisa;1;0;visible;ALGABO perf.telas rep. x250ml S.Brisa;;;;taxable;;1;;;0;0;;;;;1;;;90;Aromatizan;;;;;;;;;;;;0
4927;simple;2598;EMETH Dulce Batata x 500 grs (12);1;0;visible;EMETH Dulce Batata x 500 grs (12);;;;taxable;;1;;;0;0;;;;;1;;;84;Comestible;;;;;;;;;;;;0
4928;simple;2599;EMETH Dulce Membrillo x 500 grs (12);1;0;visible;EMETH Dulce Membrillo x 500 grs (12);;;;taxable;;1;;;0;0;;;;;1;;;84;Comestible;;;;;;;;;;;;0
4929;simple;2600;EMETH Cacao 180grs x12;1;0;visible;EMETH Cacao 180grs x12;;;;taxable;;1;;;0;0;;;;;1;;;565;Comestible;;;;;;;;;;;;0
4930;simple;2601;EMETH Merm.Pote Ciruela 420grs x12;1;0;visible;EMETH Merm.Pote Ciruela 420grs x12;;;;taxable;;1;;;0;0;;;;;1;;;590;Comestible;;;;;;;;;;;;0
4931;simple;2602;EMETH Merm.Pote Damasco 420grs x12;1;0;visible;EMETH Merm.Pote Damasco 420grs x12;;;;taxable;;1;;;0;0;;;;;1;;;590;Comestible;;;;;;;;;;;;0
4932;simple;2603;EMETH Merm.Pote Durazno 420grs x12;1;0;visible;EMETH Merm.Pote Durazno 420grs x12;;;;taxable;;1;;;0;0;;;;;1;;;590;Comestible;;;;;;;;;;;;0
4933;simple;2608;EMETH Biz.Chocolate Fortif. 450grs x12;1;0;visible;EMETH Biz.Chocolate Fortif. 450grs x12;;;;taxable;;1;;;0;0;;;;;1;;;1030;Comestible;;;;;;;;;;;;0
4934;simple;2609;EMETH Biz.Naranja Fortif. 450grs x12;1;0;visible;EMETH Biz.Naranja Fortif. 450grs x12;;;;taxable;;1;;;0;0;;;;;1;;;1030;Comestible;;;;;;;;;;;;0
4935;simple;2610;EMETH Biz.Vainilla Fortif. 450grs x12;1;0;visible;EMETH Biz.Vainilla Fortif. 450grs x12;;;;taxable;;1;;;0;0;;;;;1;;;1030;Comestible;;;;;;;;;;;;0
4936;simple;2611;EMETH Biz.Coco Fortif. 450grs x12;1;0;visible;EMETH Biz.Coco Fortif. 450grs x12;;;;taxable;;1;;;0;0;;;;;1;;;1030;Comestible;;;;;;;;;;;;0
4937;simple;2612;EMETH Biz.Vainilla C/Chips x 450 Grs;1;0;visible;EMETH Biz.Vainilla C/Chips x 450 Grs;;;;taxable;;1;;;0;0;;;;;1;;;1030;Comestible;;;;;;;;;;;;0
4938;simple;2614;EMETH Biz.Dulce Leche Fortif. 450grs x12;1;0;visible;EMETH Biz.Dulce Leche Fortif. 450grs x12;;;;taxable;;1;;;0;0;;;;;1;;;1030;Comestible;;;;;;;;;;;;0
4939;simple;2633;Pañal HUGGIES Classic Hiper x36 G;1;0;visible;Pa?al HUGGIES Classic Hiper x36 G;;;;taxable;;1;;;0;0;;;;;1;;;540;Perfumeria;;;;;;;;;;;;0
4940;simple;2634;Pañal HUGGIES Classic Hiper x44 M;1;0;visible;Pa?al HUGGIES Classic Hiper x44 M;;;;taxable;;1;;;0;0;;;;;1;;;540;Perfumeria;;;;;;;;;;;;0
4941;simple;2635;Pañal HUGGIES Classic Hiper x28 XG;1;0;visible;Pa?al HUGGIES Classic Hiper x28 XG;;;;taxable;;1;;;0;0;;;;;1;;;540;Perfumeria;;;;;;;;;;;;0
4942;simple;2636;Pañal HUGGIES Classic Hiper x26 XXG;1;0;visible;Pa?al HUGGIES Classic Hiper x26 XXG;;;;taxable;;1;;;0;0;;;;;1;;;540;Perfumeria;;;;;;;;;;;;0
4943;simple;2638;Fuyi Vape 20x24u;1;0;visible;Fuyi Vape 20x24u;;;;taxable;;1;;;0;0;;;;;1;;;4730;Pesticidas;;;;;;;;;;;;0
4944;simple;2639;Raid Espiral 12x4 (4);1;0;visible;Raid Espiral 12x4;;;;taxable;;1;;;0;0;;;;;1;;;360;Pesticidas;;;;;;;;;;;;0
4945;simple;2644;Hojalmar Materos x24;1;0;visible;Hojalmar Materos x24;;;;taxable;;1;;;0;0;;;;;1;;;1140;Comestible;;;;;;;;;;;;0
4946;simple;2645;Hojalmar Larguitas 150 grs x18;1;0;visible;Hojalmar Larguitas 150 grs x18;;;;taxable;;1;;;0;0;;;;;1;;;1170;Comestible;;;;;;;;;;;;0
4947;simple;2646;Hojalmar Palmerita x 150 grs;1;0;visible;Hojalmar Palmerita x 150 grs;;;;taxable;;1;;;0;0;;;;;1;;;1170;Comestible;;;;;;;;;;;;0
4948;simple;2647;Hojalmar Triangulito 150 grs x18;1;0;visible;Hojalmar Triangulito 150 grs x18;;;;taxable;;1;;;0;0;;;;;1;;;1170;Comestible;;;;;;;;;;;;0
4949;simple;2651;NP Paño en Rollo Precortado;1;0;visible;NP Pa?o en Rollo Precortado;;;;taxable;;1;;;0;0;;;;;1;;;380;Limpieza;;;;;;;;;;;;0
4950;simple;2656;NP Bols con rallador c/Manija;1;0;visible;NP Bols con rallador c/Manija;;;;taxable;;1;;;0;0;;;;;1;;;220;Bazar;;;;;;;;;;;;0
4951;simple;2657;Reposera NP;1;0;visible;Reposera NP;;;;taxable;;1;;;0;0;;;;;1;;;2376;Bazar;;;;;;;;;;;;0
4952;simple;2669;MT Maceta Holandesa Color 842;1;0;visible;MT Maceta Holandesa Color 842;;;;taxable;;1;;;0;0;;;;;1;;;333;Bazar;;;;;;;;;;;;0
4953;simple;2671;MT Hermetico Rect. 2Lts 343;1;0;visible;MT Hermetico Rect. 2Lts 343;;;;taxable;;1;;;0;0;;;;;1;;;140;Bazar;;;http://c2390850.ferozo.com/wp-content/uploads/2021/11/conten2.5.png, http://c2390850.ferozo.com/wp-content/uploads/2021/11/conten2.5.png;;;;;;;;;0
4954;simple;2672;MT Mate Plastico 180;1;0;visible;MT Mate Plastico 180;;;;taxable;;1;;;0;0;;;;;1;;;100;Regaleria;;;http://c2390850.ferozo.com/wp-content/uploads/2021/11/mate.png, http://c2390850.ferozo.com/wp-content/uploads/2021/11/mate.png;;;;;;;;;0
4955;simple;2674;Pa?al Nonisec Ap.Inc.Moderada 6x20;1;0;visible;Pa?al Nonisec Ap.Inc.Moderada 6x20;;;;taxable;;1;;;0;0;;;;;1;;;132;Perfumeria;;;;;;;;;;;;0
4956;simple;2675;LENT. Pañal Nonisec Ap.Inc.Fuerte 6x20;1;0;visible;Pa?al Nonisec Ap.Inc.Fuerte 6x20;;;;taxable;;1;;;0;0;;;;;1;;;250;Perfumeria;;;;;;;;;;;;0
4957;simple;2680;NUVIA Pack (2 Fib.Esp + 2 Esp.Bronce) x12;1;0;visible;NUVIA Pack (2 Fib.Esp + 2 Esp.Bronce) x12;;;;taxable;;1;;;0;0;;;;;1;;;1560;Limpieza;;;;;;;;;;;;0
4958;simple;2684;DEA Rulito 70grs x 25;1;0;visible;DEA Rulito 70grs x 25;;;;taxable;;1;;;0;0;;;;;1;;;1550;Limpieza;;;;;;;;;;;;0
4959;simple;2695;ALGABO Minions SH 2en1 2D 400ml (6);1;0;visible;ALGABO Minions SH 2en1 2D 400ml (6);;;;taxable;;1;;;0;0;;;;;1;;;355;Infantil;;;;;;;;;;;;0
4960;simple;2704;FL Hermetico Rectangular 6 lts;1;0;visible;FL Hermetico Rectangular 6 lts;;;;taxable;;1;;;0;0;;;;;1;;;289;Bazar;;;;;;;;;;;;0
4961;simple;2705;FL Hermetico Rectangular 8 lts;1;0;visible;FL Hermetico Rectangular 8 lts;;;;taxable;;1;;;0;0;;;;;1;;;359;Bazar;;;;;;;;;;;;0
4962;simple;2707;FL Maceta Etrusca N°31;1;0;visible;FL Maceta Etrusca N?31;;;;taxable;;1;;;0;0;;;;;1;;;259;Bazar;;;;;;;;;;;;0
4963;simple;2722;New Scent Elim.Olores Gotero (16);1;0;visible;New Scent Elim.Olores Gotero (16);;;;taxable;;1;;;0;0;;;;;1;;;149;Aromatizan;;;;;;;;;;;;0
4964;simple;2723;New Scent Elim.Olores Spray 250ml (6);1;0;visible;New Scent Elim.Olores Spray 250ml (6);;;;taxable;;1;;;0;0;;;;;1;;;235;Aromatizan;;;;;;;;;;;;0
4965;simple;2726;MT Maceta Vainilla Med. Color 853;1;0;visible;MT Maceta Vainilla Med. Color 853;;;;taxable;;1;;;0;0;;;;;1;;;130;Bazar;;;;;;;;;;;;0
4966;simple;2731;FL Escurridor Vajilla;1;0;visible;FL Escurridor Vajilla;;;;taxable;;1;;;0;0;;;;;1;;;405;Bazar;;;;;;;;;;;;0
4967;simple;2732;FL Silla P/Jardin Bca.;1;0;visible;FL Silla P/Jardin Bca.;;;;taxable;;1;;;0;0;;;;;1;;;1427;Bazar;;;;;;;;;;;;0
4968;simple;2734;FL Tarro Residuo Tapa V/V 8lts;1;0;visible;FL Tarro Residuo Tapa V/V 8lts;;;;taxable;;1;;;0;0;;;;;1;;;433;Bazar;;;;;;;;;;;;0
4969;simple;2735;FL Tarro Residuo Tapa V/V  6Lts;1;0;visible;FL Tarro Residuo Tapa V/V  6Lts;;;;taxable;;1;;;0;0;;;;;1;;;314;Bazar;;;;;;;;;;;;0
4970;simple;2736;FL Tarro Residuo Tapa V/V 10Lts;1;0;visible;FL Tarro Residuo Tapa V/V 10Lts;;;;taxable;;1;;;0;0;;;;;1;;;495;Bazar;;;;;;;;;;;;0
4971;simple;2737;Klein Tetina Boca Ancha x2;1;0;visible;Klein Tetina Boca Ancha x2;;;;taxable;;1;;;0;0;;;;;1;;;70;Infantil;;;;;;;;;;;;0
4972;simple;2739;Klein Mamadera Gigante;1;0;visible;Klein Mamadera Gigante;;;;taxable;;1;;;0;0;;;;;1;;;1715;Infantil;;;;;;;;;;;;0
4973;simple;2740;Klein Mordillos;1;0;visible;Klein Mordillos;;;;taxable;;1;;;0;0;;;;;1;;;155;Infantil;;;;;;;;;;;;0
4974;simple;2741;Klein Cinta Porta Chupete Mad.;1;0;visible;Klein Cinta Porta Chupete Mad.;;;;taxable;;1;;;0;0;;;;;1;;;110;Infantil;;;;;;;;;;;;0
4975;simple;2742;Klein Porta Chupete Peluche;1;0;visible;Klein Porta Chupete Peluche;;;;taxable;;1;;;0;0;;;;;1;;;65;Infantil;;;;;;;;;;;;0
4976;simple;2743;Klein Sonajero Muñeca;1;0;visible;Klein Sonajero Mu?eca;;;;taxable;;1;;;0;0;;;;;1;;;240;Infantil;;;;;;;;;;;;0
4977;simple;2744;Klein Cuellitos;1;0;visible;Klein Cuellitos;;;;taxable;;1;;;0;0;;;;;1;;;349;Infantil;;;;;;;;;;;;0
4978;simple;2745;Klein Sonajero Animalito Peluche;1;0;visible;Klein Sonajero Animalito Peluche;;;;taxable;;1;;;0;0;;;;;1;;;240;Infantil;;;;;;;;;;;;0
4979;simple;2746;C.Arg.Caña Palanca 950cc x12;1;0;visible;C.Arg.Ca?a Palanca 950cc x12;;;;taxable;;1;;;0;0;;;;;1;;;1500;Bebidas;;;;;;;;;;;;0
4980;simple;2753;ALGABO Kids Sh.x350 ml bubble (12);1;0;visible;ALGABO Kids Sh.x350 ml bubble;;;;taxable;;1;;;0;0;;;;;1;;;139;Infantil;;;;;;;;;;;;0
4981;simple;2754;ALGABO Frozen Set Sh+ Body Splash (12);1;0;visible;ALGABO Frozen Set Sh+ Body Splash (12);;;;taxable;;1;;;0;0;;;;;1;;;499;Infantil;;;;;;;;;;;;0
4982;simple;2755;ALGABO Sally Unicornio Colonia C/Vap.50ml;1;0;visible;ALGABO Sally Unicornio Colonia C/Vap.50ml;;;;taxable;;1;;;0;0;;;;;1;;;227;Infantil;;;;;;;;;;;;0
4983;simple;2756;ALGABO Sally Unicornio Set x2 Sh+Col. (12);1;0;visible;ALGABO Sally Unicornio Set x2 Sh+Col. (12);;;;taxable;;1;;;0;0;;;;;1;;;360;Infantil;;;;;;;;;;;;0
4984;simple;2766;ALGABO Ac. x930ml Coco y Leche (12);1;0;visible;ALGABO Ac. x930ml Coco y Leche (12);;;;taxable;;1;;;0;0;;;;;1;;;126;Perfumeria;;;;;;;;;;;;0
4985;simple;2767;ALGABO Ac. x930ml Manz.y Magnolia (12);1;0;visible;ALGABO Ac. x930ml Manz.y Magnolia (12);;;;taxable;;1;;;0;0;;;;;1;;;126;Perfumeria;;;;;;;;;;;;0
4986;simple;2768;ALGABO Set Body Mist.+Crema Hidrat.;1;0;visible;ALGABO Set Body Mist.+Crema Hidrat.;;;;taxable;;1;;;0;0;;;;;1;;;380;Perfumeria;;;;;;;;;;;;0
4987;simple;2769;ALGABO Talco Control 180grs M. (12);1;0;visible;ALGABO Talco Control 180grs M. (12);;;;taxable;;1;;;0;0;;;;;1;;;132;Perfumeria;;;;;;;;;;;;0
4988;simple;2772;LENT. Doncella Disco desmaqui. 80u x12;1;0;visible;Doncella Disco desmaquillante 80u x12;;;;taxable;;1;;;0;0;;;;;1;;;1638;Perfumeria;;;;;;;;;;;;0
4989;simple;2775;NP Brocha Afeitar;1;0;visible;NP Brocha Afeitar;;;;taxable;;1;;;0;0;;;;;1;;;99;Perfumeria;;;;;;;;;;;;0
4990;simple;2776;Glade Adhesivo Floral Perf. (24);1;0;visible;Glade Adhesivo Floral Perf.;;;;taxable;;1;;;0;0;;;;;1;;;82;Limpieza;;;;;;;;;;;;0
4991;simple;2778;NP Rallador c/mango resit.;1;0;visible;NP Rallador c/mango resit.;;;;taxable;;1;;;0;0;;;;;1;;;93;Bazar;;;;;;;;;;;;0
4992;simple;2780;NP Lampazo Inst algodon;1;0;visible;NP Lampazo Inst algodon;;;;taxable;;1;;;0;0;;;;;1;;;214;Bazar;;;;;;;;;;;;0
4993;simple;2781;NP Cesto Papelero (12);1;0;visible;NP Cesto Papelero (12);;;;taxable;;1;;;0;0;;;;;1;;;330;Bazar;;;;;;;;;;;;0
4994;simple;2782;NP Changuito Imp. Plegable;1;0;visible;NP Changuito Imp. Plegable;;;;taxable;;1;;;0;0;;;;;1;;;270;Bazar;;;;;;;;;;;;0
4995;simple;2788;NP Casco de Seguridad;1;0;visible;NP Casco de Seguridad;;;;taxable;;1;;;0;0;;;;;1;;;65;Ferreteria;;;;;;;;;;;;0
4996;simple;2789;Cartel no Pisar NP;1;0;visible;Cartel no Pisar NP;;;;taxable;;1;;;0;0;;;;;1;;;785;Ferreteria;;;;;;;;;;;;0
4997;simple;2790;Set Velas de Noche NP;1;0;visible;Set Velas de Noche NP;;;;taxable;;1;;;0;0;;;;;1;;;52;Regaleria;;;;;;;;;;;;0
4998;simple;2791;NP Set Pinceles x3;1;0;visible;NP Set Pinceles x3;;;;taxable;;1;;;0;0;;;;;1;;;145;Ferreteria;;;;;;;;;;;;0
4999;simple;2792;Caja de seguridad Digit. NP;1;0;visible;Caja de seguridad Digit. NP;;;;taxable;;1;;;0;0;;;;;1;;;3478;Ferreteria;;;;;;;;;;;;0
5000;simple;2793;Piloto T/Poncho ch. NP;1;0;visible;Piloto T/Poncho ch. NP;;;;taxable;;1;;;0;0;;;;;1;;;110;Regaleria;;;;;;;;;;;;0
5001;simple;2797;Saca Hojas Ref.xPileta NP;1;0;visible;Saca Hojas Ref.xPileta NP;;;;taxable;;1;;;0;0;;;;;1;;;360;Bazar;;;;;;;;;;;;0
5002;simple;2798;NP Barrehoja Metali.Fijo;1;0;visible;NP Barrehoja Metali.Fijo;;;;taxable;;1;;;0;0;;;;;1;;;980;Bazar;;;;;;;;;;;;0
5003;simple;2799;Rastrillo Hierro s/c NP;1;0;visible;Rastrillo Hierro s/c NP;;;;taxable;;1;;;0;0;;;;;1;;;368;Bazar;;;;;;;;;;;;0
5004;simple;2800;JL Ensaladera Facetada c/tapa 157 (48);1;0;visible;JL Ensaladera Facetada c/tapa 157 (48);;;;taxable;;1;;;0;0;;;;;1;;;164;Bazar;;;;;;;;;;;;0
5005;simple;2801;JL Pinza para Ensaladas 103 (72);1;0;visible;JL Pinza para Ensaladas 103 (72);;;;taxable;;1;;;0;0;;;;;1;;;49;Bazar;;;;;;;;;;;;0
5006;simple;2802;JL Untador 106 (100);1;0;visible;JL Untador 106 (100);;;;taxable;;1;;;0;0;;;;;1;;;14;Bazar;;;;;;;;;;;;0
5007;simple;2803;JL Servilleteros 112 (72);1;0;visible;JL Servilleteros 112 (72);;;;taxable;;1;;;0;0;;;;;1;;;69;Bazar;;;;;;;;;;;;0
5008;simple;2804;JL Jarro 250ml 118 (200);1;0;visible;JL Jarro 250ml 118 (200);;;;taxable;;1;;;0;0;;;;;1;;;44;Bazar;;;;;;;;;;;;0
5009;simple;2805;JL Vaso Medidor 1/2 litro c/tapa 177 (100);1;0;visible;JL Vaso Medidor 1/2 litro c/tapa 177 (100);;;;taxable;;1;;;0;0;;;;;1;;;110;Bazar;;;;;;;;;;;;0
5010;simple;2806;JL Tapa cont.microonda 122 (72);1;0;visible;JL Tapa cont.microonda 122 (72);;;;taxable;;1;;;0;0;;;;;1;;;87;Bazar;;;;;;;;;;;;0
5011;simple;2808;JL Compotera c/tapa 143 (72);1;0;visible;JL Compotera c/tapa 143 (72);;;;taxable;;1;;;0;0;;;;;1;;;54;Bazar;;;;;;;;;;;;0
5012;simple;2809;JL Bowl cerealero c/tapa 142 (48);1;0;visible;JL Bowl cerealero c/tapa 142 (48);;;;taxable;;1;;;0;0;;;;;1;;;61;Bazar;;;;;;;;;;;;0
5013;simple;2811;JL Tabla Oval 131 (36);1;0;visible;JL Tabla Oval 131 (36);;;;taxable;;1;;;0;0;;;;;1;;;254;Bazar;;;;;;;;;;;;0
5014;simple;2812;JL Tabla Redonda 135 (36);1;0;visible;JL Tabla Redonda 135 (36);;;;taxable;;1;;;0;0;;;;;1;;;336;Bazar;;;;;;;;;;;;0
5015;simple;2813;JL Hielera c/pinza 169 (24);1;0;visible;JL Hielera c/pinza 169 (24);;;;taxable;;1;;;0;0;;;;;1;;;80;Bazar;;;;;;;;;;;;0
5016;simple;2815;JL Dosificador 102 (72);1;0;visible;JL Dosificador 102 (72);;;;taxable;;1;;;0;0;;;;;1;;;61;Bazar;;;;;;;;;;;;0
5017;simple;2816;JL Salero/Pimentero 147 (72);1;0;visible;JL Salero/Pimentero 147 (72);;;;taxable;;1;;;0;0;;;;;1;;;64;Bazar;;;;;;;;;;;;0
5018;simple;2817;JL Ensaladera 5000ml  187 (18);1;0;visible;JL Ensaladera 5000ml  187 (18);;;;taxable;;1;;;0;0;;;;;1;;;145;Bazar;;;;;;;;;;;;0
5019;simple;2818;JL Vaso c/tapa 1000ml 119 (100);1;0;visible;JL Vaso c/tapa 1000ml 119 (100);;;;taxable;;1;;;0;0;;;;;1;;;66;Bazar;;;;;;;;;;;;0
5020;simple;2819;Miss Set Hilo y Aguja P/Cuero;1;0;visible;Miss Set Hilo y Aguja P/Cuero;;;;taxable;;1;;;0;0;;;;;1;;;150;Ferreteria;;;;;;;;;;;;0
5021;simple;2821;Miss Equipo Ciclista Blister;1;0;visible;Miss Equipo Ciclista Blister;;;;taxable;;1;;;0;0;;;;;1;;;49;Bazar;;;;;;;;;;;;0
5022;simple;2822;Miss Cordon 60cm blanco 2x12;1;0;visible;Miss Cordon 60cm blanco 2x12;;;;taxable;;1;;;0;0;;;;;1;;;195;Textil;;;;;;;;;;;;0
5023;simple;2825;Mate Calabaza 33mm;1;0;visible;Mate Calabaza 33mm;;;;taxable;;1;;;0;0;;;;;1;;;40;Bazar;;;;;;;;;;;;0
5024;simple;2826;Miss Mate Calabaza 40mm;1;0;visible;Miss Mate Calabaza 40mm;;;;taxable;;1;;;0;0;;;;;1;;;99;Regaleria;;;;;;;;;;;;0
5025;simple;2827;Miss Mate Calabaza 50mm;1;0;visible;Miss Mate Calabaza 50mm;;;;taxable;;1;;;0;0;;;;;1;;;123;Regaleria;;;;;;;;;;;;0
5026;simple;2828;Miss Mate Calabaza Base;1;0;visible;Miss Mate Calabaza Base;;;;taxable;;1;;;0;0;;;;;1;;;166;Regaleria;;;;;;;;;;;;0
5027;simple;2830;Miss Mate Calabaza S/Borde;1;0;visible;Miss Mate Calabaza S/Borde;;;;taxable;;1;;;0;0;;;;;1;;;60;Regaleria;;;;;;;;;;;;0
5028;simple;2832;Bolsa Res. 45x60 Arte (150);1;0;visible;Bolsa Res. 45x60 Arte (150);;;;taxable;;1;;;0;0;;;;;1;;;45;Limpieza;;;;;;;;;;;;0
5029;simple;2843;Deo. Nivea Fem. Aclarado x12;1;0;visible;Deo. Nivea Fem. Aclarado x12;;;;taxable;;1;;;0;0;;;;;1;;;1230;Perfumeria;;;;;;;;;;;;0
5030;simple;2879;Arom. Newscent Allegria (24);1;0;visible;Arom. Newscent Allegria (24);;;;taxable;;1;;;0;0;;;;;1;;;178;Aromatizan;;;;;;;;;;;;0
5031;simple;2885;JLS Fastix Para Motores 25 Grs x6;1;0;visible;JLS Fastix Para Motores 25 Grs x6;;;;taxable;;1;;;0;0;;;;;1;;;2780;Pegamentos;;;;;;;;;;;;0
5032;simple;2906;Pañuelo Manhattan Bundle x 6;1;0;visible;Pa?uelo Manhattan Bundle x 6;;;;taxable;;1;;;0;0;;;;;1;;;60;Perfumeria;;;;;;;;;;;;0
5033;simple;2907;Pañuelo Sniff Bundle x 6;1;0;visible;Pa?uelo Sniff Bundle x 6;;;;taxable;;1;;;0;0;;;;;1;;;60;Perfumeria;;;;;;;;;;;;0
5034;simple;2911;Fosforos Ranchera 220 x10;1;0;visible;Fosforos Ranchera 220 x10;;;;taxable;;1;;;0;0;;;;;1;;;400;Limpieza;;;;;;;;;;;;0
5035;simple;2916;Domi Cloro Granulado p/Trat.Agua x1 Kg;1;0;visible;Domi Cloro Granulado p/Trat.Agua x1 Kg;;;;taxable;;1;;;0;0;;;;;1;;;900;Varios;;;;;;;;;;;;0
5036;simple;2921;NP Estropajo x24;1;0;visible;NP Estropajo x24;;;;taxable;;1;;;0;0;;;;;1;;;910;Limpieza;;;;;;;;;;;;0
5037;simple;2922;NP Pinza Blister;1;0;visible;NP Pinza Blister;;;;taxable;;1;;;0;0;;;;;1;;;90;Ferreteria;;;;;;;;;;;;0
5038;simple;2926;Wass. Pomada 30gr x6 negro;1;0;visible;Wass. Pomada 30gr x6 negro;;;;taxable;;1;;;0;0;;;;;1;;;820;Limpieza;;;;;;;;;;;;0
5039;simple;2927;Wass. Pomada 30gr x6 marron;1;0;visible;Wass. Pomada 30gr x6 marron;;;;taxable;;1;;;0;0;;;;;1;;;820;Limpieza;;;;;;;;;;;;0
5040;simple;2928;Wass. Pomada 30gr incolora x6;1;0;visible;Wass. Pomada 30gr incolora x6;;;;taxable;;1;;;0;0;;;;;1;;;620;Limpieza;;;;;;;;;;;;0
5041;simple;2929;Wass. Pomada Liq. 60cc negro (12);1;0;visible;Wass. Pomada Liq. 60cc negro (12);;;;taxable;;1;;;0;0;;;;;1;;;185;Limpieza;;;;;;;;;;;;0
5042;simple;2931;Wass. Pomada Liq. 60cc incolora (12);1;0;visible;Wass. Pomada Liq. 60cc incolora (12);;;;taxable;;1;;;0;0;;;;;1;;;185;Limpieza;;;;;;;;;;;;0
5043;simple;2933;Wass. Crema 60cc Negra x6;1;0;visible;Wass. Crema 60cc Negra x6;;;;taxable;;1;;;0;0;;;;;1;;;819;Limpieza;;;;;;;;;;;;0
5044;simple;2934;Wass. Crema 60cc Marron x6;1;0;visible;Wass. Crema 60cc Marron x6;;;;taxable;;1;;;0;0;;;;;1;;;819;Limpieza;;;;;;;;;;;;0
5045;simple;2935;Wass. Brillo Magico incoloro x6;1;0;visible;Wass. Brillo Magico incoloro x6;;;;taxable;;1;;;0;0;;;;;1;;;1110;Limpieza;;;;;;;;;;;;0
5046;simple;2936;Wass. Brillo Magico negro x6;1;0;visible;Wass. Brillo Magico negro x6;;;;taxable;;1;;;0;0;;;;;1;;;1110;Limpieza;;;;;;;;;;;;0
5047;simple;2939;Wass. Brillo Magico marron x6;1;0;visible;Wass. Brillo Magico marron x6;;;;taxable;;1;;;0;0;;;;;1;;;1110;Limpieza;;;;;;;;;;;;0
5048;simple;2940;Wass. Crema Blanca Cuero 39gr x6;1;0;visible;Wass. Crema Blanca Cuero 39gr x6;;;;taxable;;1;;;0;0;;;;;1;;;819;Limpieza;;;;;;;;;;;;0
5049;simple;2941;Wass. Tinta Fix 80cc  Negro (12);1;0;visible;Wass. Tinta Fix 80cc  Negro (12);;;;taxable;;1;;;0;0;;;;;1;;;235;Limpieza;;;;;;;;;;;;0
5050;simple;2942;Wass. Tinta Fix 80cc  Marron (12);1;0;visible;Wass. Tinta Fix 80cc  Marron (12);;;;taxable;;1;;;0;0;;;;;1;;;235;Limpieza;;;;;;;;;;;;0
5051;simple;2943;Wass. Cepillo Calzado Lustre Nº2 (12);1;0;visible;Wass. Cepillo Calzado Lustre N?2 (12);;;;taxable;;1;;;0;0;;;;;1;;;250;Limpieza;;;;;;;;;;;;0
5052;simple;2944;Wass. Cepillo Calzado Aplicador Nat. (12);1;0;visible;Wass. Cepillo Calzado Aplicador Nat. (12);;;;taxable;;1;;;0;0;;;;;1;;;110;Limpieza;;;;;;;;;;;;0
5053;simple;2945;Wass. Cepillo Calzado Aplicador Negro (12);1;0;visible;Wass. Cepillo Calzado Aplicador Negro (12);;;;taxable;;1;;;0;0;;;;;1;;;110;Limpieza;;;;;;;;;;;;0
5054;simple;2946;Wass. REX Limpiametal 250cc x6;1;0;visible;Wass. REX Limpiametal 250cc x6;;;;taxable;;1;;;0;0;;;;;1;;;705;Limpieza;;;;;;;;;;;;0
