ID;Tipo;SKU;Nombre;Publicado;¿Está destacado?;Visibilidad en el catálogo;Descripción corta;Descripción;Día en que empieza el precio rebajado;Día en que termina el precio rebajado;Estado del impuesto;Clase de impuesto;¿En inventario?;Inventario;Cantidad de bajo inventario;¿Permitir reservas de productos agotados?;¿Vendido individualmente?;Peso (kg);Longitud (cm);Anchura (cm);Altura (cm);¿Permitir valoraciones de clientes?;Nota de compra;Precio rebajado;Precio normal;Categorías;Etiquetas;Clase de envío;Imágenes;Límite de descargas;Días de caducidad de la descarga;Superior;Productos agrupados;Ventas dirigidas;Ventas cruzadas;URL externa;Texto del botón;Posición
4032;simple;653;Desodorante aero Glade x6 Camp  Lavanda;1;0;visible;Desodorante aero Glade x6 Camp  Lavanda;;;;taxable;;1;;;0;0;;;;;1;;;880;Aromatizan;;;;;;;;;;;;0
4033;simple;655;Desodorante aero Glade x6 Popurri;1;0;visible;Desodorante aero Glade x6 Popurri;;;;taxable;;1;;;0;0;;;;;1;;;810;Aromatizan;;;;;;;;;;;;0
4034;simple;656;Desodorante aero Glade x6 Harmony;1;0;visible;Desodorante aero Glade x6 Harmony;;;;taxable;;1;;;0;0;;;;;1;;;880;Aromatizan;;;;;;;;;;;;0
4035;simple;658;Desodorante aero Glade x6 I love You;1;0;visible;Desodorante aero Glade x6 I love You;;;;taxable;;1;;;0;0;;;;;1;;;880;Aromatizan;;;;;;;;;;;;0
4036;simple;661;Desinf. Lysoform Original aero x12;1;0;visible;Desinf. Lysoform Original aero x12;;;;taxable;;1;;;0;0;;;;;1;;;2660;Aromatizan;;;;;;;;;;;;0
4037;simple;662;Desinf. Lysoform Lavanda aero x12;1;0;visible;Desinf. Lysoform Lavanda aero x12;;;;taxable;;1;;;0;0;;;;;1;;;1980;Aromatizan;;;;;;;;;;;;0
4038;simple;664;Desinf. Lysoform Aire de mont. aero x12;1;0;visible;Desinf. Lysoform Aire de mont. aero x12;;;;taxable;;1;;;0;0;;;;;1;;;1980;Aromatizan;;;;;;;;;;;;0
4039;simple;665;Desinf, Lysoform Bebe aero x12;1;0;visible;Desinf, Lysoform Bebe aero x12;;;;taxable;;1;;;0;0;;;;;1;;;1980;Aromatizan;;;;;;;;;;;;0
4040;simple;668;CLOW Jabon liquido 3L X4;1;0;visible;CLOW Jabon liquido 3L X4;;;;taxable;;1;;;0;0;;;;;1;;;1390;Limpieza;;;http://c2390850.ferozo.com/wp-content/uploads/2021/11/jabonliquido.png, http://c2390850.ferozo.com/wp-content/uploads/2021/11/jabonliquido.png;;;;;;;;;0
4041;simple;670;CLOW Jabon liquido 4,5L x3;1;0;visible;CLOW Jabon liquido 4,5L x3;;;;taxable;;1;;;0;0;;;;;1;;;1200;Limpieza;;;http://c2390850.ferozo.com/wp-content/uploads/2021/11/jabonliquido.png, http://c2390850.ferozo.com/wp-content/uploads/2021/11/jabonliquido.png;;;;;;;;;0
4042;simple;673;Cuaderno Rivadavia x194 hojas;1;0;visible;Cuaderno Rivadavia x194 hojas;;;;taxable;;1;;;0;0;;;;;1;;;250;Libreria;;;;;;;;;;;;0
4043;simple;675;Carpeta negra;1;0;visible;Carpeta negra;;;;taxable;;1;;;0;0;;;;;1;;;40;Libreria;;;;;;;;;;;;0
4044;simple;678;CLOW Suav. Classic 3L x4;1;0;visible;CLOW Suav. Classic 3L x4;;;;taxable;;1;;;0;0;;;;;1;;;950;Limpieza;;;http://c2390850.ferozo.com/wp-content/uploads/2021/11/suavisante.png, http://c2390850.ferozo.com/wp-content/uploads/2021/11/suavisante.png;;;;;;;;;0
4045;simple;679;Super H Trapo Rayado 50x60;1;0;visible;Super H Trapo Rayado 50x60;;;;taxable;;1;;;0;0;;;;;1;;;870;Limpieza;;;;;;;;;;;;0
4046;simple;680;Cinta LEXIS PELIGRO 8x200m;1;0;visible;Cinta LEXIS PELIGRO 8x200m;;;;taxable;;1;;;0;0;;;;;1;;;380;Libreria;;;;;;;;;;;;0
4047;simple;682;Preserv. Tulipan Exhibidor x26;1;0;visible;Preserv. Tulipan Exhibidor x26;;;;taxable;;1;;;0;0;;;;;1;;;2380;Perfumeria;;;;;;;;;;;;0
4048;simple;683;Preserv. Camaleon 12x3 Super Fino;1;0;visible;Preserv. Camaleon 12x3 Super Fino;;;;taxable;;1;;;0;0;;;;;1;;;960;Perfumeria;;;;;;;;;;;;0
4049;simple;684;Jugos Rinde2 x20 Nar/Ban;1;0;visible;Jugos Rinde2 x20 Nar/Ban;;;;taxable;;1;;;0;0;;;;;1;;;390;Comestible;;;;;;;;;;;;0
4050;simple;685;Jugos Rinde2 x20 Frutilla;1;0;visible;Jugos Rinde2 x20 Frutilla;;;;taxable;;1;;;0;0;;;;;1;;;390;Comestible;;;;;;;;;;;;0
4051;simple;686;Jugos Rinde2 x20 Mix frutal;1;0;visible;Jugos Rinde2 x20 Mix frutal;;;;taxable;;1;;;0;0;;;;;1;;;390;Comestible;;;;;;;;;;;;0
4052;simple;687;Jugos Rinde2 x20 Durazno;1;0;visible;Jugos Rinde2 x20 Durazno;;;;taxable;;1;;;0;0;;;;;1;;;390;Comestible;;;;;;;;;;;;0
4053;simple;688;Jugos Rinde2 x20 Mango;1;0;visible;Jugos Rinde2 x20 Mango;;;;taxable;;1;;;0;0;;;;;1;;;390;Comestible;;;;;;;;;;;;0
4054;simple;689;Jugos Rinde2 x20 Anana-piña;1;0;visible;Jugos Rinde2 x20 Anana-pi?a;;;;taxable;;1;;;0;0;;;;;1;;;390;Comestible;;;;;;;;;;;;0
4055;simple;690;Jugos Rinde2 x20 Pera;1;0;visible;Jugos Rinde2 x20 Pera;;;;taxable;;1;;;0;0;;;;;1;;;390;Comestible;;;;;;;;;;;;0
4056;simple;691;Jugos Rinde2 x20 Naranja;1;0;visible;Jugos Rinde2 x20 Naranja;;;;taxable;;1;;;0;0;;;;;1;;;390;Comestible;;;;;;;;;;;;0
4057;simple;692;Jugos Rinde2 x20 Nar/Mango;1;0;visible;Jugos Rinde2 x20 Nar/Mango;;;;taxable;;1;;;0;0;;;;;1;;;390;Comestible;;;;;;;;;;;;0
4058;simple;693;Jugos Rinde2 x20 Manzana;1;0;visible;Jugos Rinde2 x20 Manzana;;;;taxable;;1;;;0;0;;;;;1;;;390;Comestible;;;;;;;;;;;;0
4059;simple;694;Jugos Rinde2 x20 Nar/Durazno;1;0;visible;Jugos Rinde2 x20 Nar/Durazno;;;;taxable;;1;;;0;0;;;;;1;;;390;Comestible;;;;;;;;;;;;0
4060;simple;695;Jugos Rinde2 x20 Limon;1;0;visible;Jugos Rinde2 x20 Limon;;;;taxable;;1;;;0;0;;;;;1;;;390;Comestible;;;;;;;;;;;;0
4061;simple;697;Energizante Speed x24;1;0;visible;Energizante Speed x24;;;;taxable;;1;;;0;0;;;;;1;;;1770;Comestible;;;;;;;;;;;;0
4062;simple;698;Pila Energizer AA x2 (10);1;0;visible;Pila Energizer AA x2;;;;taxable;;1;;;0;0;;;;;1;;;150;Pilas y Li;;;;;;;;;;;;0
4063;simple;699;Pila Energizer AAA x2;1;0;visible;Pila Energizer AAA x2;;;;taxable;;1;;;0;0;;;;;1;;;180;Pilas y Li;;;;;;;;;;;;0
4064;simple;700;Pila Energizer AAA x4;1;0;visible;Pila Energizer AAA x4;;;;taxable;;1;;;0;0;;;;;1;;;360;Pilas y Li;;;;;;;;;;;;0
4065;simple;701;Pila Energizer Dx2 (12);1;0;visible;Pila Energizer Dx2;;;;taxable;;1;;;0;0;;;;;1;;;559;Pilas y Li;;;;;;;;;;;;0
4066;simple;702;Pila Energizer AA tirax20 (6);1;0;visible;Pila Energizer AA tirax20;;;;taxable;;1;;;0;0;;;;;1;;;1440;Pilas y Li;;;;;;;;;;;;0
4067;simple;703;Pila Energizer AAA tirax20 (6);1;0;visible;Pila Energizer AAA tirax20;;;;taxable;;1;;;0;0;;;;;1;;;1770;Pilas y Li;;;;;;;;;;;;0
4068;simple;704;Pila Eveready AAAx2 (18);1;0;visible;Pila Eveready AAAx2;;;;taxable;;1;;;0;0;;;;;1;;;105;Pilas y Li;;;;;;;;;;;;0
4069;simple;705;Pila Eveready AA x4 (48);1;0;visible;Pila Eveready AA x4;;;;taxable;;1;;;0;0;;;;;1;;;130;Pilas y Li;;;;;;;;;;;;0
4070;simple;706;Pila Eveready Dx2 (24);1;0;visible;Pila Eveready Dx2;;;;taxable;;1;;;0;0;;;;;1;;;178;Pilas y Li;;;;;;;;;;;;0
4071;simple;708;Pila Eveready AAx60 tubo (15);1;0;visible;Pila Eveready AAx60 tubo;;;;taxable;;1;;;0;0;;;;;1;;;1580;Pilas y Li;;;;;;;;;;;;0
4072;simple;709;Bateria Energizer 9V. (12);1;0;visible;Bateria Energizer 9V.;;;;taxable;;1;;;0;0;;;;;1;;;265;Pilas y Li;;;;;;;;;;;;0
4073;simple;710;Pila Energizer AA x4 (10);1;0;visible;Pila Energizer AA x4;;;;taxable;;1;;;0;0;;;;;1;;;260;Pilas y Li;;;;;;;;;;;;0
4074;simple;714;Globito de agua Party;1;0;visible;Globito de agua Party;;;;taxable;;1;;;0;0;;;;;1;;;75;Varios;;;;;;;;;;;;0
4075;simple;715;Kit Hadibell 1;1;0;visible;Kit Hadibell 1;;;;taxable;;1;;;0;0;;;;;1;;;120;Perfumeria;;;http://c2390850.ferozo.com/wp-content/uploads/2021/11/133.jpg;;;;;;;;;0
4076;simple;716;Kit Hadibell 3;1;0;visible;Kit Hadibell 3;;;;taxable;;1;;;0;0;;;;;1;;;120;Perfumeria;;;http://c2390850.ferozo.com/wp-content/uploads/2021/11/133.jpg;;;;;;;;;0
4077;simple;717;Kit Hadibell 4;1;0;visible;Kit Hadibell 4;;;;taxable;;1;;;0;0;;;;;1;;;120;Perfumeria;;;http://c2390850.ferozo.com/wp-content/uploads/2021/11/133.jpg;;;;;;;;;0
4078;simple;718;Kit Hadibell 5;1;0;visible;Kit Hadibell 5;;;;taxable;;1;;;0;0;;;;;1;;;120;Perfumeria;;;http://c2390850.ferozo.com/wp-content/uploads/2021/11/133.jpg;;;;;;;;;0
4079;simple;719;Kit Hadibell 6;1;0;visible;Kit Hadibell 6;;;;taxable;;1;;;0;0;;;;;1;;;120;Perfumeria;;;http://c2390850.ferozo.com/wp-content/uploads/2021/11/133.jpg;;;;;;;;;0
4080;simple;720;Kit Hadibell 7;1;0;visible;Kit Hadibell 7;;;;taxable;;1;;;0;0;;;;;1;;;120;Perfumeria;;;http://c2390850.ferozo.com/wp-content/uploads/2021/11/133.jpg;;;;;;;;;0
4081;simple;721;Kit Hadibell 8;1;0;visible;Kit Hadibell 8;;;;taxable;;1;;;0;0;;;;;1;;;120;Perfumeria;;;http://c2390850.ferozo.com/wp-content/uploads/2021/11/133.jpg;;;;;;;;;0
4082;simple;722;Kit Hadibell 9;1;0;visible;Kit Hadibell 9;;;;taxable;;1;;;0;0;;;;;1;;;120;Perfumeria;;;http://c2390850.ferozo.com/wp-content/uploads/2021/11/133.jpg;;;;;;;;;0
4083;simple;723;Kit Hadibell 5/1;1;0;visible;Kit Hadibell 5/1;;;;taxable;;1;;;0;0;;;;;1;;;120;Perfumeria;;;http://c2390850.ferozo.com/wp-content/uploads/2021/11/133.jpg;;;;;;;;;0
4084;simple;724;Kit Hadibell 6/1;1;0;visible;Kit Hadibell 6/1;;;;taxable;;1;;;0;0;;;;;1;;;120;Perfumeria;;;http://c2390850.ferozo.com/wp-content/uploads/2021/11/133.jpg;;;;;;;;;0
4085;simple;725;Kit Hadibell 7/1;1;0;visible;Kit Hadibell 7/1;;;;taxable;;1;;;0;0;;;;;1;;;120;Perfumeria;;;;;;;;;;;;0
4086;simple;726;Kit Hadibell 8/1;1;0;visible;Kit Hadibell 8/1;;;;taxable;;1;;;0;0;;;;;1;;;120;Perfumeria;;;http://c2390850.ferozo.com/wp-content/uploads/2021/11/133.jpg;;;;;;;;;0
4087;simple;727;Kit Hadibell 9/1;1;0;visible;Kit Hadibell 9/1;;;;taxable;;1;;;0;0;;;;;1;;;120;Perfumeria;;;http://c2390850.ferozo.com/wp-content/uploads/2021/11/133.jpg;;;;;;;;;0
4088;simple;728;Kit Hadibell 10;1;0;visible;Kit Hadibell 10;;;;taxable;;1;;;0;0;;;;;1;;;120;Perfumeria;;;http://c2390850.ferozo.com/wp-content/uploads/2021/11/133.jpg;;;;;;;;;0
4089;simple;729;Kit Hadibell 4/6;1;0;visible;Kit Hadibell 4/6;;;;taxable;;1;;;0;0;;;;;1;;;120;Perfumeria;;;http://c2390850.ferozo.com/wp-content/uploads/2021/11/133.jpg;;;;;;;;;0
4090;simple;730;Kit Hadibell 5/5;1;0;visible;Kit Hadibell 5/5;;;;taxable;;1;;;0;0;;;;;1;;;120;Perfumeria;;;;;;;;;;;;0
4091;simple;731;Kit Hadibell 5/6;1;0;visible;Kit Hadibell 5/6;;;;taxable;;1;;;0;0;;;;;1;;;120;Perfumeria;;;http://c2390850.ferozo.com/wp-content/uploads/2021/11/133.jpg;;;;;;;;;0
4092;simple;732;Kit Hadibell 6/6;1;0;visible;Kit Hadibell 6/6;;;;taxable;;1;;;0;0;;;;;1;;;120;Perfumeria;;;http://c2390850.ferozo.com/wp-content/uploads/2021/11/133.jpg;;;;;;;;;0
4093;simple;733;Kit Hadibell 7/3;1;0;visible;Kit Hadibell 7/3;;;;taxable;;1;;;0;0;;;;;1;;;120;Perfumeria;;;http://c2390850.ferozo.com/wp-content/uploads/2021/11/133.jpg;;;;;;;;;0
4094;simple;734;Kit Hadibell 8/3;1;0;visible;Kit Hadibell 8/3;;;;taxable;;1;;;0;0;;;;;1;;;120;Perfumeria;;;http://c2390850.ferozo.com/wp-content/uploads/2021/11/133.jpg;;;;;;;;;0
4095;simple;735;Kit Hadibell 25/3;1;0;visible;Kit Hadibell 25/3;;;;taxable;;1;;;0;0;;;;;1;;;120;Perfumeria;;;http://c2390850.ferozo.com/wp-content/uploads/2021/11/133.jpg;;;;;;;;;0
4096;simple;736;Kit Hadibell 4/4;1;0;visible;Kit Hadibell 4/4;;;;taxable;;1;;;0;0;;;;;1;;;120;Perfumeria;;;http://c2390850.ferozo.com/wp-content/uploads/2021/11/133.jpg;;;;;;;;;0
4097;simple;737;Kit Hadibell 5/4;1;0;visible;Kit Hadibell 5/4;;;;taxable;;1;;;0;0;;;;;1;;;120;Perfumeria;;;http://c2390850.ferozo.com/wp-content/uploads/2021/11/133.jpg;;;;;;;;;0
4098;simple;738;Kit Hadibell 6/5;1;0;visible;Kit Hadibell 6/5;;;;taxable;;1;;;0;0;;;;;1;;;120;Perfumeria;;;http://c2390850.ferozo.com/wp-content/uploads/2021/11/133.jpg;;;;;;;;;0
4099;simple;739;Kit Hadibell 7/4;1;0;visible;Kit Hadibell 7/4;;;;taxable;;1;;;0;0;;;;;1;;;120;Perfumeria;;;http://c2390850.ferozo.com/wp-content/uploads/2021/11/133.jpg;;;;;;;;;0
4100;simple;740;Kit Hadibell 8/4;1;0;visible;Kit Hadibell 8/4;;;;taxable;;1;;;0;0;;;;;1;;;120;Perfumeria;;;http://c2390850.ferozo.com/wp-content/uploads/2021/11/133.jpg;;;;;;;;;0
4101;simple;741;Yerba Verdeflor x500grs x12 Menta;1;0;visible;Yerba Verdeflor x500grs x12 Menta;;;;taxable;;1;;;0;0;;;;;1;;;2070;Comestible;;;;;;;;;;;;0
4102;simple;742;Yerba Verdeflor x500grs x12 Boldo;1;0;visible;Yerba Verdeflor x500grs x12 Boldo;;;;taxable;;1;;;0;0;;;;;1;;;2070;Comestible;;;;;;;;;;;;0
4103;simple;747;Lustra muebles Facilin Naranja;1;0;visible;Lustra muebles Facilin Naranja;;;;taxable;;1;;;0;0;;;;;1;;;90;Limpieza;;;;;;;;;;;;0
4104;simple;748;Lustra muebles Facilin Limon;1;0;visible;Lustra muebles Facilin Limon;;;;taxable;;1;;;0;0;;;;;1;;;90;Limpieza;;;;;;;;;;;;0
4105;simple;749;Lustra muebles Facilin Original;1;0;visible;Lustra muebles Facilin Original;;;;taxable;;1;;;0;0;;;;;1;;;95;Limpieza;;;;;;;;;;;;0
4106;simple;750;Esencial Suav. 900ml Fresc. Silvestres x16;1;0;visible;Esencial Suav. 900ml Fresc. Silvestres x16;;;;taxable;;1;;;0;0;;;;;1;;;1095;Limpieza;;;http://c2390850.ferozo.com/wp-content/uploads/2021/11/Screenshot_161.png, http://c2390850.ferozo.com/wp-content/uploads/2021/11/Screenshot_161.png;;;;;;;;;0
4107;simple;751;Esencial Suav. 900ml Dulzura de sol x16;1;0;visible;Esencial Suav. 900ml Dulzura de sol x16;;;;taxable;;1;;;0;0;;;;;1;;;1095;Limpieza;;;http://c2390850.ferozo.com/wp-content/uploads/2021/11/Screenshot_161.png, http://c2390850.ferozo.com/wp-content/uploads/2021/11/Screenshot_161.png;;;;;;;;;0
4108;simple;752;Esencial Suav. 900ml Brisa atardecer x16;1;0;visible;Esencial Suav. 900ml Brisa atardecer x16;;;;taxable;;1;;;0;0;;;;;1;;;1095;Limpieza;;;http://c2390850.ferozo.com/wp-content/uploads/2021/11/Screenshot_161.png, http://c2390850.ferozo.com/wp-content/uploads/2021/11/Screenshot_161.png;;;;;;;;;0
4109;simple;753;Higiénico Fashion 4x30x12;1;0;visible;Higi?nico Fashion 4x30x12;;;;taxable;;1;;;0;0;;;;;1;;;0;Papeleria;;;;;;;;;;;;0
4110;simple;762;Esponja bronce x 24 Adrilu;1;0;visible;Esponja bronce x 24 Adrilu;;;;taxable;;1;;;0;0;;;;;1;;;890;Limpieza;;;;;;;;;;;;0
4111;simple;763;Estropajo h. doradas x12;1;0;visible;Estropajo h. doradas x12;;;;taxable;;1;;;0;0;;;;;1;;;260;Limpieza;;;;;;;;;;;;0
4112;simple;765;Jugos Rinde2 x20 Naranja/citrus;1;0;visible;Jugos Rinde2 x20 Naranja/citrus;;;;taxable;;1;;;0;0;;;;;1;;;390;Comestible;;;;;;;;;;;;0
4113;simple;768;BIC Portamina Shimmer;1;0;visible;BIC Portamina Shimmer;;;;taxable;;1;;;0;0;;;;;1;;;49;Libreria;;;;;;;;;;;;0
4114;simple;769;BIC Marc. Permanente T/F Azul;1;0;visible;BIC Marc. Permanente T/F Azul;;;;taxable;;1;;;0;0;;;;;1;;;1030;Libreria;;;;;;;;;;;;0
4115;simple;770;Bolígrafo Bu 3 Bic;1;0;visible;Bol?grafo Bu 3 Bic;;;;taxable;;1;;;0;0;;;;;1;;;29;Libreria;;;;;;;;;;;;0
4116;simple;772;ALGABO Jabon Liq. 300ml Flor.Rain D/P (12);1;0;visible;ALGABO Jabon Liq. 300ml Flor.Rain D/P (12);;;;taxable;;1;;;0;0;;;;;1;;;56;Perfumeria;;;;;;;;;;;;0
4117;simple;773;ALGABO Jabon Liq. 300ml GreenTea D/P (12);1;0;visible;ALGABO Jabon Liq. 300ml GreenTea D/P (12);;;;taxable;;1;;;0;0;;;;;1;;;53;Perfumeria;;;;;;;;;;;;0
4118;simple;774;Quita esmalte Uniquit x120ml Uñas quebradizas;1;0;visible;Quita esmalte Uniquit x120ml U?as quebradizas;;;;taxable;;1;;;0;0;;;;;1;;;49;Perfumeria;;;;;;;;;;;;0
4119;simple;775;Quita esmalte Uniquit x60ml Uñas quebradizas;1;0;visible;Quita esmalte Uniquit x60ml U?as quebradizas;;;;taxable;;1;;;0;0;;;;;1;;;35;Perfumeria;;;;;;;;;;;;0
4120;simple;776;Quita esmalte Uniquit x60ml Fortalecedor;1;0;visible;Quita esmalte Uniquit x60ml Fortalecedor;;;;taxable;;1;;;0;0;;;;;1;;;35;Perfumeria;;;;;;;;;;;;0
4121;simple;777;Quita esmalte Quality x120ml Tonificante;1;0;visible;Quita esmalte Quality x120ml Tonificante;;;;taxable;;1;;;0;0;;;;;1;;;49;Perfumeria;;;;;;;;;;;;0
4122;simple;780;Glade Limpiador 900ml Floral x12;1;0;visible;Glade Limpiador 900ml Floral x12;;;;taxable;;1;;;0;0;;;;;1;;;1075;Limpieza;;;;;;;;;;;;0
4123;simple;781;Glade Limpiador 900ml Paraiso azul x12;1;0;visible;Glade Limpiador 900ml Paraiso azul x12;;;;taxable;;1;;;0;0;;;;;1;;;1075;Limpieza;;;;;;;;;;;;0
4124;simple;782;Glade Limpiador 900ml Bebe x12;1;0;visible;Glade Limpiador 900ml Bebe x12;;;;taxable;;1;;;0;0;;;;;1;;;1075;Limpieza;;;;;;;;;;;;0
4125;simple;783;Glade Limpiador 900ml Lavanda x12;1;0;visible;Glade Limpiador 900ml Lavanda x12;;;;taxable;;1;;;0;0;;;;;1;;;1075;Limpieza;;;;;;;;;;;;0
4126;simple;784;Glade Limpiador 900ml Pino x12;1;0;visible;Glade Limpiador 900ml Pino x12;;;;taxable;;1;;;0;0;;;;;1;;;1075;Limpieza;;;;;;;;;;;;0
4127;simple;788;Indutex Trapo piso clasico gris x12;1;0;visible;Indutex Trapo piso clasico gris x12;;;;taxable;;1;;;0;0;;;;;1;;;950;Limpieza;;;;;;;;;;;;0
4128;simple;791;Indutex Trapo piso consorcio gris x12;1;0;visible;Indutex Trapo piso consorcio gris x12;;;;taxable;;1;;;0;0;;;;;1;;;1400;Limpieza;;;;;;;;;;;;0
4129;simple;792;Vidol talco pédico talquera x200grs;1;0;visible;Vidol talco p?dico talquera x200grs;;;;taxable;;1;;;0;0;;;;;1;;;60;Perfumeria;;;;;;;;;;;;0
4130;simple;794;Esencial Det x4.5L  Aloe Vera;1;0;visible;Esencial Det x4.5L Aloe Vera;;;;taxable;;1;;;0;0;;;;;1;;;200;Limpieza;;;http://c2390850.ferozo.com/wp-content/uploads/2021/11/Screenshot_159.png, http://c2390850.ferozo.com/wp-content/uploads/2021/11/Screenshot_159.png;;;;;;;;;0
4131;simple;795;Deo. femenino Memory Pasion x12;1;0;visible;Deo. femenino Memory Pasion x12;;;;taxable;;1;;;0;0;;;;;1;;;1050;Perfumeria;;;;;;;;;;;;0
4132;simple;798;Colibri Guante goma afelpado G;1;0;visible; Colibri Guante goma afelpado G;;;;taxable;;1;;;0;0;;;;;1;;;110;Limpieza;;;;;;;;;;;;0
4133;simple;803;Repasador Indutex clasico x12;1;0;visible;Repasador Indutex clasico x12;;;;taxable;;1;;;0;0;;;;;1;;;1320;Limpieza;;;;;;;;;;;;0
4134;simple;805;Repasador FIB Super x12 (10);1;0;visible;Repasador FIB Super x12 (10);;;;taxable;;1;;;0;0;;;;;1;;;1560;Limpieza;;;;;;;;;;;;0
4135;simple;806;Bolsa ECO Res. 60x90 (150);1;0;visible;Bolsa ECO Res. 60x90 (150);;;;taxable;;1;;;0;0;;;;;1;;;66;Limpieza;;;;;;;;;;;;0
4136;simple;807;Escoba 5 hilos especial x12;1;0;visible;Escoba 5 hilos especial x12;;;;taxable;;1;;;0;0;;;;;1;;;2420;Bazar;;;;;;;;;;;;0
4137;simple;808;Sillon plastico plegable;1;0;visible;Sillon plastico plegable;;;;taxable;;1;;;0;0;;;;;1;;;300;Bazar;;;;;;;;;;;;0
4138;simple;809;NP Rociador c/valv. Gel 500cc;1;0;visible;NP Rociador c/valv. Gel 500cc;;;;taxable;;1;;;0;0;;;;;1;;;185;Bazar;;;;;;;;;;;;0
4139;simple;813;ALA Detergente crem. colágeno 750ml x15;1;0;visible;ALA Detergente crem. col?geno 750ml x15;;;;taxable;;1;;;0;0;;;;;1;;;1050;Limpieza;;;;;;;;;;;;0
4140;simple;814;ALA Detergente crem. glicerina 750ml x15;1;0;visible;ALA Detergente crem. glicerina 750ml x15;;;;taxable;;1;;;0;0;;;;;1;;;1050;Limpieza;;;;;;;;;;;;0
4141;simple;816;ALA Detergente limon 750ml x15;1;0;visible;ALA Detergente limon 750ml x15;;;;taxable;;1;;;0;0;;;;;1;;;1050;Limpieza;;;;;;;;;;;;0
4142;simple;818;Desod. Etiquet Rolit Blue x60grs.;1;0;visible;Desod. Etiquet Rolit Blue x60grs.;;;;taxable;;1;;;0;0;;;;;1;;;0;Perfumeria;;;;;;;;;;;;0
4143;simple;820;Desod. Etiquet Rolit Clas. x60grs;1;0;visible;Desod. Etiquet Rolit Clas. x60grs;;;;taxable;;1;;;0;0;;;;;1;;;0;Perfumeria;;;;;;;;;;;;0
4144;simple;821;Desod. Etiquet Rolit Hom. x60grs;1;0;visible;Desod. Etiquet Rolit Hom. x60grs;;;;taxable;;1;;;0;0;;;;;1;;;0;Perfumeria;;;;;;;;;;;;0
4145;simple;822;Desod. Etiquet Rolit Sport x60grs;1;0;visible;Desod. Etiquet Rolit Sport x60grs;;;;taxable;;1;;;0;0;;;;;1;;;0;Perfumeria;;;;;;;;;;;;0
4146;simple;824;Desod. Etiquet Rolit Act.Prot. x60grs;1;0;visible;Desod. Etiquet Rolit Act.Prot. x60grs;;;;taxable;;1;;;0;0;;;;;1;;;0;Perfumeria;;;;;;;;;;;;0
4147;simple;825;Desod. Etiquet Rolit Dry Pow. x60grs;1;0;visible;Desod. Etiquet Rolit Dry Pow. x60grs;;;;taxable;;1;;;0;0;;;;;1;;;0;Perfumeria;;;;;;;;;;;;0
4148;simple;833;Repuesto p/carpeta Laprida x288;1;0;visible;Repuesto p/carpeta Laprida x288;;;;taxable;;1;;;0;0;;;;;1;;;300;Libreria;;;;;;;;;;;;0
4149;simple;838;ALA Detergente Aloe 750ml x15;1;0;visible;ALA Detergente Aloe 750ml x15;;;;taxable;;1;;;0;0;;;;;1;;;1050;Sin Categoria;;;;;;;;;;;;0
4150;simple;842;Toalla cocina Elegante x100u -995-;1;0;visible;Toalla cocina Elegante x100u - 995;;;;taxable;;1;;;0;0;;;;;1;;;70;Limpieza;;;;;;;;;;;;0
4151;simple;845;Jabon Toc/ Suave te vde/y aloe vera x125gr;1;0;visible;Jabon Toc/ Suave te vde/y aloe vera x125gr;;;;taxable;;1;;;0;0;;;;;1;;;0;Perfumeria;;;;;;;;;;;;0
4152;simple;846;Jabon Toc/ Suave leche petalos rosas 125gr;1;0;visible;Jabon Toc/ Suave leche petalos rosas 125gr;;;;taxable;;1;;;0;0;;;;;1;;;0;Perfumeria;;;;;;;;;;;;0
4153;simple;847;Glade Limpiador 900ml Harmony x12;1;0;visible;Glade Limpiador 900ml Harmony x12;;;;taxable;;1;;;0;0;;;;;1;;;1075;Sin Categoria;;;;;;;;;;;;0
4154;simple;848;Glade aut. rto. Algodon;1;0;visible;Glade aut. rto. Algodon;;;;taxable;;1;;;0;0;;;;;1;;;74;Limpieza;;;;;;;;;;;;0
4155;simple;849;Glade aut. rto. Limon;1;0;visible;Glade aut. rto. Limon;;;;taxable;;1;;;0;0;;;;;1;;;74;Limpieza;;;;;;;;;;;;0
4156;simple;850;Glade Limpiador 900ml Mañ. Campo x12;1;0;visible;Glade Limpiador 900ml Ma?. Campo x12;;;;taxable;;1;;;0;0;;;;;1;;;1075;Limpieza;;;;;;;;;;;;0
4157;simple;851;Glade Limpiador 900ml I love you x12;1;0;visible;Glade Limpiador 900ml I love you x12;;;;taxable;;1;;;0;0;;;;;1;;;1075;Limpieza;;;;;;;;;;;;0
4158;simple;852;Desodorante aero Glade x6 Algodon;1;0;visible;Desodorante aero Glade x6 Algodon;;;;taxable;;1;;;0;0;;;;;1;;;880;Limpieza;;;;;;;;;;;;0
4159;simple;854;Trio x10 Trichoc x500grs;1;0;visible;Trio x10 Trichoc x500grs;;;;taxable;;1;;;0;0;;;;;1;;;1105;Comestible, surtido;;;http://c2390850.ferozo.com/wp-content/uploads/2021/11/trichoc.png, http://c2390850.ferozo.com/wp-content/uploads/2021/11/trichoc-1.png;;;;;;;;;0
